movie_title,wiki_summary
"Joy Luck Club, The (1993)",The Joy Luck Club (simplified Chinese: 喜福会; traditional Chinese: 喜福會; pinyin: Xǐ Fú Huì) is a 1993 American drama film about the relationships between Chinese-American women and their Chinese immigrant mothers.
Jumanji (1995),"Jumanji is a 1995 American urban fantasy adventure film directed by Joe Johnston from a screenplay by Jonathan Hensleigh, Greg Taylor, and Jim Strain, based on the 1981 children's picture book of the same name by Chris Van Allsburg."
"Jungle Book, The (1994)","Rudyard Kipling's The Jungle Book, also known as The Jungle Book, is a 1994 American adventure film co-written and directed by Stephen Sommers, produced by Edward S. Feldman and Raju Patel, from a story by Ronald Yanover and Mark Geldman."
Jungle2Jungle (1997),"Jungle 2 Jungle is a 1997 comedy film directed by John Pasquin, produced by Walt Disney Pictures and TF1 Films Productions, and starring Tim Allen, Martin Short, Lolita Davidovich, David Ogden Stiers, JoBeth Williams, and introducing Sam Huntington in his film debut as Mimi-Siku."
Junior (1994),"Junior is a 1994 American comedy film directed and produced by Ivan Reitman, and starring Arnold Schwarzenegger, Danny DeVito and Emma Thompson."
Jurassic Park (1993),"Jurassic Park, later also referred to as Jurassic World, is an American science fiction media franchise created by Michael Crichton and centered on a disastrous attempt to create a theme park of cloned dinosaurs."
"Juror, The (1996)",The Juror is a 1996 American legal thriller film based on the 1995 novel by George Dawes Green.
Just Cause (1995),Just Cause is a 1995 American crime thriller film directed by Arne Glimcher and starring Sean Connery and Laurence Fishburne.
Kalifornia (1993),"Kalifornia is a 1993 American road thriller film directed by Dominic Sena, in his feature film directorial debut."
Kansas City (1996),"Kansas City is a 1996 American crime film directed by Robert Altman, and starring Jennifer Jason Leigh, Miranda Richardson, Harry Belafonte, Michael Murphy and Steve Buscemi."
Kaspar Hauser (1993),The Enigma of Kaspar Hauser (German: Jeder für sich und Gott gegen alle; lit.
Kazaam (1996),"Kazaam () is a 1996 American musical fantasy comedy film directed by Paul Michael Glaser, written by Christian Ford and Roger Soffer based on a story by Glaser, and starring Shaquille O'Neal as the title character, a 5,000-year-old genie who appears from a magic boombox to grant a 14-year-old boy three wishes."
Keys to Tulsa (1997),"Keys to Tulsa is a 1997 American crime film directed by Leslie Greif in his directorial debut, written by Harley Peyton, and starring Eric Stoltz and James Spader."
Kicking and Screaming (1995),Kicking and Screaming is a 1995 American comedy-drama film written and directed by Noah Baumbach in his feature directorial debut.
"Kid in King Arthur's Court, A (1995)",A Kid in King Arthur's Court is a 1995 adventure comedy fantasy film directed by Michael Gottlieb (in his final directorial film before his death in 2014).
Kids (1995),Kids is a 1995 American coming-of-age drama film directed by Larry Clark in his directorial debut and written by Harmony Korine in his screenwriting debut.
Kids in the Hall: Brain Candy (1996),Kids in the Hall: Brain Candy is a 1996 Canadian comedy film written by and starring the Canadian comedy troupe The Kids in the Hall.
Kika (1993),Kika is a 1993 black comedy film written and directed by Pedro Almodóvar and starring Verónica Forqué as the title character.
Killer (Bulletproof Heart) (1994),Bulletproof Heart (also known as Killer) is a 1995 independent Canadian-American neo-noir film directed by Mark Malone.
Killer: A Journal of Murder (1995),Killer: A Journal of Murder (1995) is an American drama film written and directed by Tim Metcalfe.
"Killing Fields, The (1984)","The Killing Fields is a 1984 British biographical drama film about the Khmer Rouge regime in Cambodia, which is based on the experiences of two journalists: Cambodian Dith Pran and American Sydney Schanberg."
Killing Zoe (1994),"Killing Zoe is a 1993 crime film written and directed by Roger Avary and starring Eric Stoltz, Jean-Hugues Anglade and Julie Delpy."
Kim (1950),Kim is a 1950 adventure film made in Technicolor by Metro-Goldwyn-Mayer.
King of New York (1990),King of New York is a 1990 American neo-noir gangster film directed by Abel Ferrara and written by Nicholas St.
King of the Hill (1993),King of the Hill is a 1993 American drama film written and directed by Steven Soderbergh.
Kingpin (1996),Kingpin is a 1996 American sports comedy film directed by Peter and Bobby Farrelly and written by Barry Fanaro and Mort Nathan.
"Kiss Me, Guido (1997)","Kiss Me, Guido is a 1997 independent comedy film."
Kiss of Death (1995),"Kiss of Death is a 1995 American crime thriller film directed and produced by Barbet Schroeder, and starring David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt, Ving Rhames and Stanley Tucci."
Kiss the Girls (1997),"Kiss the Girls is a 1997 American neo-noir psychological thriller film directed by Gary Fleder and starring Morgan Freeman, Ashley Judd, and Cary Elwes."
Kissed (1996),"Kissed is a 1996 Canadian romantic/erotic drama film directed and co-written by Lynne Stopkewich, based on Barbara Gowdy's short story ""We So Seldom Look on Love""."
Kolya (1996),Kolya (Czech: Kolja) is a 1996 Czech drama film about a man whose life is reshaped in an unexpected way.
Koyaanisqatsi (1983),"Koyaanisqatsi (English:   koh-YAH-nis-KAHT-see), also known as Koyaanisqatsi: Life Out of Balance, is a 1982 American experimental non-narrative film directed and produced by Godfrey Reggio with music composed by Philip Glass and cinematography by Ron Fricke.The film consists primarily of slow motion and time-lapse footage (some of it in reverse) of cities and many natural landscapes across the United States."
Kull the Conqueror (1997),Kull the Conqueror is a 1997 fantasy film about the Robert E. Howard character Kull starring Kevin Sorbo and directed by John Nicolella (his final film before his death the following year).
Kundun (1997),Kundun is a 1997 American epic biographical film written by Melissa Mathison and directed by Martin Scorsese.
L.A. Confidential (1997),"L.A. Confidential is a 1997 American neo-noir crime film directed, produced, and co-written by Curtis Hanson."
Lady of Burlesque (1943),"Lady of Burlesque (also known as The G-String Murders and in the UK, Striptease Lady) is a 1943 American musical comedy-mystery film, produced by RKO Pictures and directed by William A. Wellman and starring Barbara Stanwyck and Michael O'Shea."
Ladybird Ladybird (1994),"Ladybird, Ladybird is a 1994 British drama film directed by Ken Loach, starring Crissy Rock and Vladimir Vega."
Lamerica (1994),Lamerica is a 1994 Italian drama film directed by Gianni Amelio.
Land Before Time III: The Time of the Great Giving (1995) (V),The Land Before Time III: The Time of the Great Giving is a 1995 direct-to-video animated adventure musical film directed by Roy Allen Smith.
Land and Freedom (Tierra y libertad) (1995),Land and Freedom (or Tierra y Libertad) is a 1995 film directed by Ken Loach and written by Jim Allen.
Larger Than Life (1996),"Larger Than Life is a 1996 American road comedy film starring Bill Murray, and directed by Howard Franklin."
Lashou shentan (1992),Hard Boiled (Chinese: 辣手神探) is a 1992 Hong Kong action thriller film directed by John Woo from a screenplay by Gordon Chan and Barry Wong.
Lassie (1994),"Lassie (aka Lassie: Best Friends are Forever) is a 1994 American adventure family film directed by Daniel Petrie, starring Tom Guiry, Helen Slater, Jon Tenney, Frederic Forrest, Richard Farnsworth, Michelle Williams and featuring the fictional collie Lassie."
Last Action Hero (1993),Last Action Hero is a 1993 American fantasy action comedy film directed and produced by John McTiernan and co-written by Shane Black and David Arnott.
Last Dance (1996),"Last Dance is a 1996 crime drama thriller film directed by Bruce Beresford and starring Sharon Stone, Rob Morrow, Randy Quaid and Peter Gallagher."
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Klezmer (Yiddish: קלעזמער or כּלי־זמר) is an instrumental musical tradition of the Ashkenazi Jews of Central and Eastern Europe.
Last Man Standing (1996),"Last Man Standing is a 1996 American action film written and directed by Walter Hill and starring Bruce Willis, Christopher Walken, and Bruce Dern."
Last Summer in the Hamptons (1995),Last Summer in the Hamptons is a 1995 ensemble comedy-drama film directed by Henry Jaglom and released by Rainbow Releasing and Live Entertainment.
"Last Supper, The (1995)",The Last Supper is a 1995 American satirical black comedy film directed by Stacy Title.
"Last Time I Committed Suicide, The (1997)",The Last Time I Committed Suicide is a 1997 American drama film directed by Stephen T. Kay.
"Last Time I Saw Paris, The (1954)",The Last Time I Saw Paris is a 1954 American Technicolor film made by Metro-Goldwyn-Mayer.
"Last of the Mohicans, The (1992)","The Last of the Mohicans is a 1992 American epic historical action drama film directed by Michael Mann, who co-wrote the screenplay with Christopher Crowe, based on the 1826 novel of the same name by James Fenimore Cooper and its 1936 film adaptation."
Late Bloomers (1996),Jersey is a 2019 Indian Telugu-language sports drama film written and directed by Gowtam Tinnanuri and produced by Suryadevara Naga Vamsi under Sithara Entertainments.
Laura (1944),Laura is a 1944 American film noir produced and directed by Otto Preminger.
Lawnmower Man 2: Beyond Cyberspace (1996),"Lawnmower Man 2: Beyond Cyberspace (also subtitled Jobe's War) is a 1996 American science fiction action film written and directed by Farhad Mann, and starring Matt Frewer, Patrick Bergin, Austin O'Brien, and Ely Pouget."
"Lawnmower Man, The (1992)","The Lawnmower Man is a 1992 science fiction horror film directed by Brett Leonard, written by Leonard and Gimel Everett, and starring Jeff Fahey as Jobe Smith, an intellectually disabled gardener, and Pierce Brosnan as Dr."
Lawrence of Arabia (1962),Lawrence of Arabia is a 1962 epic biographical adventure drama film based on the life of T. E. Lawrence and his 1926 books Seven Pillars of Wisdom (also known as Revolt in the Desert).
"Lay of the Land, The (1997)","The Lay of the Land is a 1997 American comedy-drama film written by Mel Shapiro, directed by Larry Arrick and starring Sally Kellerman and Ed Begley Jr."
"Leading Man, The (1996)",The Leading Man is a 1996 British romantic drama film directed by John Duigan.
Leave It to Beaver (1997),Leave It to Beaver is a 1997 American comedy film based on the eponymous television series.
Leaving Las Vegas (1995),Leaving Las Vegas is a 1995 American drama film written and directed by Mike Figgis and based on the semi-autobiographical 1990 novel of the same name by John O'Brien.
Legends of the Fall (1994),"Legends of the Fall is a 1994 American epic Western drama film directed by Edward Zwick and starring Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond and Henry Thomas."
"Leopard Son, The (1996)",The Island of Dr.
"Letter From Death Row, A (1998)","A Letter From Death Row is a 1998 psychological thriller film directed by Marvin Baker and Bret Michaels, lead singer of the hard rock band Poison."
Liar Liar (1997),Liar Liar is a 1997 American satirical fantasy comedy film directed by Tom Shadyac and written by Paul Guay and Stephen Mazur.
Liebelei (1933),"Liebelei is a 1933 German period drama film directed by Max Ophüls and starring Magda Schneider, Wolfgang Liebeneiner, and Luise Ullrich."
"Life Less Ordinary, A (1997)","A Life Less Ordinary is a 1997 British romantic black comedy film directed by Danny Boyle, written by John Hodge, and starring Ewan McGregor, Cameron Diaz, Holly Hunter, Delroy Lindo, Ian Holm and Dan Hedaya."
Life with Mikey (1993),Life with Mikey (also known as Give Me a Break) is a 1993 American comedy film directed by James Lapine and written by Marc Lawrence.
Lightning Jack (1994),"Lightning Jack is a 1994 Western comedy film written by and starring Paul Hogan, as well as Cuba Gooding Jr."
Like Water For Chocolate (Como agua para chocolate) (1992),Like Water for Chocolate (Spanish: Como agua para chocolate) is a 1992 Mexican romantic drama film in the style of magical realism based on the debut novel of the same name published in 1989 by Mexican novelist Laura Esquivel.
"Line King: Al Hirschfeld, The (1996)",The Line King: The Al Hirschfeld Story is a 1996 American documentary film directed by Susan Warms Dryfoos about the artist Al Hirschfeld.
"Lion King, The (1994)",The Lion King is a 1994 American animated epic musical drama film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.
Little Big League (1994),Little Big League is a 1994 American family sports film about a 12-year-old who suddenly becomes the owner and then manager of the Minnesota Twins baseball team.
Little Buddha (1993),"Little Buddha is a 1993 drama film directed by Bernardo Bertolucci, written by Rudy Wurlitzer and Mark Peploe, and produced by usual Bertolucci collaborator Jeremy Thomas."
Little City (1998),Little Men is a 1998 Canadian family drama film starring Mariel Hemingway and Chris Sarandon.
Little Lord Fauntleroy (1936),Little Lord Fauntleroy is a 1936 American drama film based on the 1886 novel of the same name by Frances Hodgson Burnett.
Little Odessa (1994),"Little Odessa is a 1994 American crime drama film written and directed by James Gray, in his directorial debut, and starring Tim Roth, Edward Furlong, Moira Kelly, Maximilian Schell and Vanessa Redgrave."
"Little Princess, A (1995)","A Little Princess is a 1995 American family drama film directed by Alfonso Cuarón and starring Eleanor Bron, Liam Cunningham (in a dual role), Liesel Matthews as Sara Crewe with, supporting roles by Vanessa Lee Chester, Rusty Schwimmer, Arthur Malet and Errol Sitahal."
"Little Rascals, The (1994)","The Little Rascals is a 1994 American family comedy film produced by Amblin Entertainment, and released by Universal Pictures on August 5, 1994."
Little Women (1994),Little Women is a 1994 American coming-of-age historical drama film directed by Gillian Armstrong.
Live Nude Girls (1995),"Live Nude Girls is a 1995 American comedy film featuring Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins, Lora Zane and Olivia d'Abo."
Living in Oblivion (1995),"Living in Oblivion is a 1995 American independent satirical black comedy film written and directed by Tom DiCillo, and starring Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck, James LeGros and Peter Dinklage in his film debut."
Loaded (1994),"Loaded is a 2008 American crime thriller film starring Jesse Metcalfe, Corey Large, Monica Keena, Nathalie Kelley and Chace Crawford, directed by Alan Pao."
Local Hero (1983),"Local Hero is a 1983 Scottish comedy-drama film written and directed by Bill Forsyth and starring Peter Riegert, Peter Capaldi, Denis Lawson, Fulton Mackay and Burt Lancaster."
Loch Ness (1995),Loch Ness is a 1996 family drama film starring Ted Danson and Joely Richardson.
"Locusts, The (1997)","The Locusts is a 1997 American drama film written and directed by John Patrick Kelley and starring Vince Vaughn, Jeremy Davies, Kate Capshaw, Paul Rudd, and Ashley Judd."
Lone Star (1996),"Lone Star is a 1996 American neo-Western mystery film written, edited, and directed by John Sayles and set in a small town in South Texas."
"Long Kiss Goodnight, The (1996)","The Long Kiss Goodnight is a 1996 American action thriller film co-produced and directed by Renny Harlin, and produced by Shane Black and Stephanie Austin with screenplay written by Black."
Looking for Richard (1996),"Looking for Richard is a 1996 American documentary film directed by Al Pacino, in his directorial debut."
Lord of Illusions (1995),"Lord of Illusions is a 1995 American neo-noir supernatural horror film written and directed by Clive Barker, based on his own short story ""The Last Illusion"" published in 1985 in the anthology Books of Blood Volume 6."
Losing Chase (1996),"Losing Chase is a 1996 American drama film made for television, directed by Kevin Bacon in his directorial debut."
Losing Isaiah (1995),"Losing Isaiah is a 1995 American drama film starring Jessica Lange and Halle Berry, directed by Stephen Gyllenhaal."
Lost Highway (1997),Lost Highway is a 1997 surrealist neo-noir psychological thriller horror film directed by David Lynch and co-written by Lynch and Barry Gifford.
Lost Horizon (1937),Lost Horizon is a 1937 American adventure drama fantasy film directed by Frank Capra.
"Lost World: Jurassic Park, The (1997)",The Lost World: Jurassic Park is a 1997 American science fiction action film.
Lost in Space (1998),"Lost in Space is a 1998 American science-fiction adventure film directed by Stephen Hopkins, and starring William Hurt, Matt LeBlanc, Gary Oldman, and Heather Graham."
Lotto Land (1995),Lotto Land is a 1995 American drama film starring Lawrence Gilliard Jr.
Love Affair (1994),Love Affair is a 1994 American romantic drama film and a remake of the 1939 film of the same name.
"Love Bug, The (1969)","The Love Bug (also known as Herbie the Love Bug) is a 1969 American sports adventure comedy film directed by Robert Stevenson from a screenplay by Bill Walsh and Don DaGradi, based on the story ""Car, Boy, Girl"" by Gordon Buford."
Love Is All There Is (1996),"Love Is All There Is is a 1996 romantic comedy film written and directed by Joseph Bologna and Renée Taylor, who also both star in the film."
Love Jones (1997),"Love Jones (stylized as love jones) is a 1997 American romantic comedy-drama film written and directed by Theodore Witcher, in his feature film directing debut."
Love Serenade (1996),Love Serenade is a 1996 Australian comedy film written and directed by Shirley Barrett.
Love and Death on Long Island (1997),"Love and Death on Long Island is a 1997 British-Canadian film directed by Richard Kwietniowski and starring Jason Priestley, John Hurt, Fiona Loewi, Sheila Hancock and Anne Reid."
Love and Other Catastrophes (1996),"Love and Other Catastrophes is a quirky 1996 Australian romantic comedy film featuring Frances O'Connor, Radha Mitchell, Alice Garner, Matthew Dyktynski, Matt Day and Kym Gyngell."
Love and a .45 (1994),"Love and a .45 is a 1994 indie crime drama road movie written and directed by C.M. Talkington, starring Gil Bellows and Renée Zellweger."
Love! Valour! Compassion! (1997),Love!
Lover's Knot (1996),"Anna Kay Faris (; born November 29, 1976) is an American actress and podcaster."
"Low Down Dirty Shame, A (1994)","A Low Down Dirty Shame is a 1994 American action comedy film written, directed, and starring Keenen Ivory Wayans."
"Low Life, The (1994)","The Shadow is a 1994 American superhero film from Universal Pictures, produced by Martin Bregman, Willi Bear, and Michael Scott Bregman, and directed by Russell Mulcahy."
M (1931),"M is a 1931 German mystery suspense thriller film directed by Fritz Lang and starring Peter Lorre (in his third screen role) as Hans Beckert, a serial killer who targets children."
M*A*S*H (1970),"Marrakesh or Marrakech ( or ; Arabic: مراكش, romanized: murrākuš, pronounced [murraːkuʃ]; Berber languages: ⵎⵕⵕⴰⴽⵛ, romanized: mṛṛakc) is the fourth largest city in Morocco."
M. Butterfly (1993),M. Butterfly is a 1993 American romantic drama film directed by David Cronenberg.
MURDER and murder (1996),"Memories of Murder (Korean: 살인의 추억; RR: Sarinui Chueok) is a 2003 South Korean crime thriller film directed by Bong Joon-ho, from a screenplay by Bong and Shim Sung-bo, and based on the 1996 play Come to See Me by Kim Kwang-rim."
Ma vie en rose (My Life in Pink) (1997),Ma vie en rose (English translation: My Life in Pink) is a 1997 Franco-Belgian drama film directed by Alain Berliner.
"Machine, The (1994)",Ghost in the Machine is a 1993 American science fiction horror film directed by Rachel Talalay and released by 20th Century Fox about a deceased serial killer with artificial computer intelligence.
Mad City (1997),"Mad City is a 1997 American thriller drama film directed by Costa-Gavras, written by Tom Matthews based on a story by Matthews and Eric Williams, and starring Dustin Hoffman and John Travolta, with a supporting cast featuring Mia Kirshner, Alan Alda, Blythe Danner, Ted Levine, Raymond J. Barry, and Larry King."
Mad Dog Time (1996),"Mad Dog Time (also known as Trigger Happy) is a 1996 American ensemble crime comedy film written and directed by Larry Bishop and starring Ellen Barkin, Gabriel Byrne, Richard Dreyfuss, Jeff Goldblum and Diane Lane."
Mad Love (1995),Mad Love is a 1995 American teen romantic drama film directed by Antonia Bird and starring Drew Barrymore and Chris O'Donnell.
Madame Butterfly (1995),Madame Butterfly is a 1995 musical film written and directed by Frédéric Mitterrand and produced by Daniel Toscan du Plantier and Pierre-Olivier Bardet.
Made in America (1993),"Made in America is a 1993 American comedy film starring Whoopi Goldberg and Ted Danson, and featuring Nia Long, Jennifer Tilly and Will Smith."
"Madness of King George, The (1994)","The Madness of King George is a 1994 British biographical comedy drama film directed by Nicholas Hytner and adapted by Alan Bennett from his own 1991 play The Madness of George III. It tells the true story of George III of Great Britain's deteriorating mental health, and his equally declining relationship with his eldest son, the Prince of Wales, particularly focusing on the period around the Regency Crisis of 1788–89."
Madonna: Truth or Dare (1991),Madonna: Truth or Dare (also known as In Bed with Madonna internationally) is a 1991 American documentary film by director Alek Keshishian chronicling the life of entertainer Madonna during her 1990 Blond Ambition World Tour.
"Magic Hour, The (1998)","Twilight is a 1998 American neo-noir thriller film directed by Robert Benton, written by Benton and Richard Russo, and starring Paul Newman, Susan Sarandon, Gene Hackman, Reese Witherspoon, Stockard Channing, and James Garner."
"Magnificent Seven, The (1954)",The Magnificent Seven is a 1960 American Western film directed by John Sturges.
Major Payne (1994),"Constantine Alexander Payne (; born February 10, 1961) is an American film director, screenwriter and producer."
Malice (1993),"Malice is a 1993 American neo-noir thriller film directed by Harold Becker, written by Aaron Sorkin and Scott Frank, and starring Alec Baldwin, Nicole Kidman, Bill Pullman, Anne Bancroft and George C. Scott."
Mallrats (1995),"Mallrats is a 1995 American buddy comedy film written and directed by Kevin Smith and starring Jason Lee, Jeremy London, Shannen Doherty, Claire Forlani, Ben Affleck, Jason Mewes, Joey Lauren Adams, Michael Rooker, and Smith as Silent Bob."
Mamma Roma (1962),"Mamma Roma is a 1962 Italian drama film written and directed by Pier Paolo Pasolini, starring Anna Magnani, Ettore Garofolo and Franco Citti."
"Man Who Knew Too Little, The (1997)","The Man Who Knew Too Little is a 1997 spy comedy film starring Bill Murray, directed by Jon Amiel, and written by Robert Farrar and Howard Franklin."
"Man Who Would Be King, The (1975)",The Man Who Would Be King is a 1975 adventure film adapted from the 1888 Rudyard Kipling novella of the same name.
"Man Without a Face, The (1993)","The Man Without a Face is a 1993 American drama film starring and directed by Mel Gibson, in his directorial debut."
"Man from Down Under, The (1943)",The Man from Down Under is an American 1943 drama film starring Charles Laughton as a man who raises two war orphans.
"Man in the Iron Mask, The (1998)","The Man in the Iron Mask is a 1998 American action drama film written, directed, and produced by Randall Wallace."
"Man of No Importance, A (1994)","A Man of No Importance is a 1994 comedy drama film written by Barry Devlin and directed by Suri Krishnamma, starring Albert Finney."
Man of the House (1995),"Man of the House is a 1995 American comedy film starring Chevy Chase, Farrah Fawcett, and Jonathan Taylor Thomas."
Man of the Year (1995),"Man of the Year is a 1995 mockumentary film written, directed by and starring Dirk Shafer."
"Manchurian Candidate, The (1962)",The Manchurian Candidate is a 1962 American neo-noir psychological political thriller film directed and produced by John Frankenheimer.
Manhattan (1979),Manhattan is a 1979 American romantic comedy-drama film directed by Woody Allen and produced by Charles H. Joffe from a screenplay written by Allen and Marshall Brickman.
Manhattan Murder Mystery (1993),"Manhattan Murder Mystery is a 1993 American black comedy mystery film directed by Woody Allen, which he wrote with Marshall Brickman, and starring Allen, Alan Alda,  Anjelica Huston, and Diane Keaton."
Manny & Lo (1996),"Manny & Lo is a 1996 comedy-drama film directed by Lisa Krueger and starring Scarlett Johansson, Aleksa Palladino, and Mary Kay Place."
Manon of the Spring (Manon des sources) (1986),Manon des Sources (French pronunciation: [manɔ̃ de suʁs]; meaning Manon of the Springs) is a 1986 French language period film.
Margaret's Museum (1995),Margaret's Museum is a 1995 Canadian-British drama directed by Mort Ransen and based on Sheldon Currie's novel The Glace Bay Miners' Museum.
Marked for Death (1990),Marked for Death is a 1990 American action film directed by Dwight H. Little.
Marlene Dietrich: Shadow and Light (1996) ,"Marie Magdalene ""Marlene"" Dietrich (, German: [maʁˈleːnə ˈdiːtʁɪç] ; 27 December 1901 – 6 May 1992) was a German and American actress and singer whose career spanned from the 1910s to the 1980s.In 1920s Berlin, Dietrich performed on the stage and in silent films."
Mars Attacks! (1996),Mars Attacks!
Marvin's Room (1996),Marvin's Room is a 1996 American drama film directed by Jerry Zaks.
Mary Poppins (1964),"Mary Poppins is a 1964 American musical fantasy comedy film directed by Robert Stevenson and produced by Walt Disney, with songs written and composed by the Sherman Brothers."
Mary Reilly (1996),Mary Reilly is a 1996 American gothic horror film directed by Stephen Frears and starring Julia Roberts and John Malkovich.
Mary Shelley's Frankenstein (1994),"Mary Shelley's Frankenstein is a 1994 science fiction horror film directed by Kenneth Branagh who also stars as Victor Frankenstein, with Robert De Niro portraying Frankenstein's monster (called The Creation in the film), and co-stars Tom Hulce, Helena Bonham Carter, Ian Holm, John Cleese, Richard Briers and Aidan Quinn."
"Mask, The (1994)",The Mask is a 1994 American superhero comedy film directed by Chuck Russell and produced by Bob Engelman from a screenplay by Mike Werb and a story by Michael Fallon and Mark Verheiden.
Mat' i syn (1997),"Mother and Son (Russian: Мать и сын, romanized: Mat i syn) is a 1997 Russian film directed by Aleksandr Sokurov, depicting the relationship between an old, dying mother and her young son."
"MatchMaker, The (1997)",The Matchmaker is a 1997 American romantic comedy film starring Janeane Garofalo.
Matilda (1996),"Matilda is a 1996 American fantasy comedy film co-produced and directed by Danny DeVito from a screenplay by Nicholas Kazan and Robin Swicord, based on the 1988 novel of the same name by Roald Dahl."
Maverick (1994),"Maverick is a 1994 American Western comedy film directed by Richard Donner, written by William Goldman, and starring Mel Gibson, Jodie Foster and James Garner."
Maximum Risk (1996),"Maximum Risk is a 1996 American action thriller film directed by Hong Kong director Ringo Lam in his American directorial debut, and starring Jean-Claude Van Damme and Natasha Henstridge."
Maya Lin: A Strong Clear Vision (1994),Maya Lin: A Strong Clear Vision is a 1994 American documentary film made by Freida Lee Mock.
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)","Der bewegte Mann (international title: The Most Desired Man, U.S. title: Maybe ..."
McHale's Navy (1997),"McHale's Navy is a 1997 American military comedy film directed by Bryan Spicer, and starring Tom Arnold, David Alan Grier, Dean Stockwell, Debra Messing and Tim Curry."
Mediterraneo (1991),Mediterraneo is a 1991 Italian war comedy-drama film directed by Gabriele Salvatores and written by Enzo Monteleone.
Meet John Doe (1941),"Meet John Doe is a 1941 American comedy-drama film directed and produced by Frank Capra, written by Robert Riskin, and starring Gary Cooper and Barbara Stanwyck."
Meet Me in St. Louis (1944),Meet Me in St.
Meet Wally Sparks (1997),"Meet Wally Sparks is a 1997 American comedy film directed by Peter Baldwin, written by Harry Basil and Rodney Dangerfield."
Men With Guns (1997),"Men with Guns (Spanish: Hombres armados) is a 1997 American political drama film written and directed by John Sayles, inspired by the 1992 novel The Long Night of White Chickens by Francisco Goldman."
Men in Black (1997),"Men in Black is a 1997 American science fiction action comedy film based on the comic series by Marvel Comics, which was itself based on the conspiracy theory."
Men of Means (1998),"This Means War is a 2012 American romantic comedy spy film directed by McG, produced by Will Smith and starring Reese Witherspoon, Chris Pine, and Tom Hardy."
Menace II Society (1993),Menace II Society (pronounced Menace to Society) is a 1993 American teen drama film directed by the Hughes Brothers in their directorial debut.
Mercury Rising (1998),Mercury Rising is a 1998 American action thriller film starring Bruce Willis and Alec Baldwin.
Metro (1997),"Metro is a 1997 American action comedy-drama film directed by Thomas Carter, written by Randy Feldman, and produced by Roger Birnbaum."
Miami Rhapsody (1995),"Miami Rhapsody is a 1995 American romantic comedy film starring Sarah Jessica Parker, Gil Bellows, Antonio Banderas, Mia Farrow, Paul Mazursky, Kevin Pollak, Barbara Garrick, and Carla Gugino."
Michael (1996),Michael is a 1996 American comedy fantasy film directed by Nora Ephron.
Michael Collins (1996),"Michael Collins is a 1996 biographical period drama film written and directed by Neil Jordan and starring Liam Neeson as Michael Collins, who was a leading figure in the early-20th-century Irish struggle for independence against Britain."
Midnight Dancers (Sibak) (1994),"Sibak: Midnight Dancers is a 1994 Philippines film, and the first of a series of three gay-themed movies by Mel Chionglo and Ricky Lee about the lives of macho dancers (strippers) in the gay bars of Manila."
Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil is a 1997 American mystery thriller film directed and produced by Clint Eastwood and starring John Cusack and Kevin Spacey.
Mighty Aphrodite (1995),"Mighty Aphrodite is a 1995 American comedy film written, directed by, and co-starring Woody Allen, alongside Mira Sorvino, Helena Bonham Carter, Michael Rapaport, and F. Murray Abraham."
Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie is a 1995 American superhero film.
"Mighty, The (1998)","Mighty Joe Young is a 1998 American epic adventure film based on the 1949 film of the same name about a giant mountain gorilla brought to a wildlife preserve in Los Angeles by a young woman who raised him, and a zoologist, to protect him from the threat of poachers until one seeks Joe out in order to take his revenge."
Milk Money (1994),Milk Money is a 1994 American romantic comedy-drama film directed by Richard Benjamin and starring Melanie Griffith and Ed Harris.
Mille bolle blu (1993),"Mille bolle blu (""A thousand blue bubbles"") is a 1993 Italian comedy film written and directed by Leone Pompucci."
Miller's Crossing (1990),"Miller's Crossing is a 1990 American neo-noir gangster film written, directed and produced by the Coen brothers and starring Gabriel Byrne, Marcia Gay Harden, John Turturro, Jon Polito, J. E. Freeman, and Albert Finney."
Mimic (1997),"Mimic is a 1997 American science fiction horror film directed by Guillermo del Toro, written by del Toro and Matthew Robbins based on Donald A. Wollheim's short story of the same name, and starring Mira Sorvino, Jeremy Northam, Josh Brolin, Charles S. Dutton, Giancarlo Giannini and F. Murray Abraham."
Mina Tannenbaum (1994),"Mina Tannenbaum is a 1994 French film written and directed by Martine Dugowson, her debut feature."
Miracle on 34th Street (1994),Miracle on 34th Street is a 1994 American Christmas fantasy comedy-drama film directed by Les Mayfield and produced and co-written by John Hughes.
Mirage (1995),Mirage is a 1995 action-thriller film  directed  by Paul Williams and starred by Edward James Olmos and Sean Young.
"Mirror Has Two Faces, The (1996)","The Mirror Has Two Faces is a 1996 American romantic comedy-drama film produced and directed by Barbra Streisand, who also stars."
Mission: Impossible (1996),Mission: Impossible is a 1996 American action spy film directed by Brian De Palma and produced by and starring Tom Cruise from a screenplay by David Koepp and Robert Towne and story by Koepp and Steven Zaillian.
